month,hour,price,volume,value
1,0,5.98675,7.5441666666666665,228.42700833333336
1,1,7.118833333333333,8.294166666666666,266.413675
1,2,7.651,10.869166666666667,351.861675
1,3,7.90025,12.139999999999999,396.61425833333334
1,4,8.334903225806451,14.364516129032259,457.87814838709676
1,5,12.427483870967741,30.93548387096774,1089.9653612903226
1,6,15.978838709677419,31.60967741935484,1415.8245935483872
1,7,22.10974193548387,26.929677419354842,2094.682438709677
1,8,25.50774193548387,26.707096774193552,1855.6251548387095
1,9,27.5621935483871,27.38451612903226,1825.277116129032
1,10,20.49890322580645,25.768387096774195,1264.8825870967742
1,11,21.253999999999998,28.241935483870968,1362.6185548387095
1,12,22.018064516129034,30.76967741935484,1512.9209032258063
1,13,22.09206451612903,30.541290322580643,1499.5530838709678
1,14,21.45548387096774,31.346451612903223,1508.1632774193547
1,15,21.561096774193548,32.07483870967742,1556.5056387096774
1,16,20.988709677419354,33.31548387096774,1592.8234580645162
1,17,20.04367741935484,32.02967741935484,1511.4304903225807
1,18,29.37741935483871,29.143870967741936,2037.6251612903227
1,19,21.721419354838712,12.880645161290323,793.3525032258065
1,20,11.854322580645162,9.374193548387098,368.4636129032258
1,21,11.903870967741934,8.349032258064515,418.36925806451615
1,22,3.4876129032258065,4.151612903225806,96.51328387096775
1,23,4.014903225806451,5.372903225806452,155.32145806451612
2,0,3.9003333333333337,3.165,86.98864999999999
2,1,3.7295000000000003,3.0125,83.23333333333333
2,2,4.187,3.1991666666666663,88.16766666666666
2,3,4.2669999999999995,4.203333333333333,115.16625
2,4,5.843428571428571,6.77,201.31235714285714
2,5,7.808285714285715,12.857142857142858,424.53871428571426
2,6,9.280642857142857,13.63,660.5364285714286
2,7,14.444285714285714,15.150714285714285,1031.5388857142857
2,8,13.290714285714285,9.737857142857143,602.4421428571428
2,9,13.62257142857143,9.403571428571428,538.7310285714285
2,10,9.816714285714285,9.520714285714286,460.13264285714286
2,11,10.404928571428572,9.942142857142859,551.3135
2,12,10.787142857142857,10.346428571428572,548.8982142857143
2,13,11.52957142857143,10.442142857142859,577.3512142857143
2,14,11.258785714285715,10.864285714285714,580.9944714285714
2,15,12.923214285714286,13.503571428571428,774.9430714285714
2,16,13.6395,14.677142857142858,846.4441428571428
2,17,15.097214285714287,19.620714285714286,1162.9042142857143
2,18,22.973714285714287,21.73071428571429,1594.1601999999998
2,19,14.079357142857143,8.26,564.8554571428571
2,20,7.624714285714286,6.320714285714286,367.8764714285714
2,21,7.600285714285714,7.665714285714286,419.57721428571426
2,22,4.747714285714286,4.095,117.53299999999999
2,23,5.311428571428571,5.34,160.33407142857143
3,0,6.102166666666666,4.463333333333334,144.90966666666665
3,1,5.106166666666667,4.1225,136.99923333333334
3,2,5.097666666666667,4.2941666666666665,143.41251666666668
3,3,5.339666666666667,4.5875,154.45925
3,4,5.18,7.962580645161291,251.05974193548388
3,5,6.696967741935484,11.669677419354839,397.4540387096774
3,6,8.014451612903226,9.09032258064516,414.7884516129032
3,7,17.931483870967742,18.626451612903224,1395.2983096774194
3,8,19.574709677419353,16.16967741935484,1151.8094838709678
3,9,19.22238709677419,16.427741935483873,1185.6293161290323
3,10,12.678387096774195,13.11032258064516,620.4648451612903
3,11,14.317741935483872,14.071612903225805,646.5411677419354
3,12,13.80083870967742,14.839354838709676,668.2880516129032
3,13,12.001096774193549,13.72451612903226,608.1570322580645
3,14,11.814645161290322,13.311612903225807,602.206670967742
3,15,12.303677419354837,13.853548387096776,620.7383096774194
3,16,12.312774193548387,13.312903225806451,616.180264516129
3,17,14.270387096774193,16.539354838709677,795.7044193548387
3,18,20.552967741935483,16.505806451612905,1278.3993741935483
3,19,11.890774193548387,9.394193548387095,662.5497548387096
3,20,10.04658064516129,10.541935483870967,559.6983612903226
3,21,9.333225806451614,10.678709677419356,516.0510193548387
3,22,6.2463870967741935,9.434193548387096,276.03547741935483
3,23,8.263612903225805,11.558064516129033,354.1540258064516
4,0,8.054166666666667,9.69,292.4543166666666
4,1,7.58775,7.4775,215.386
4,2,7.2995833333333335,7.1241666666666665,202.65213333333335
4,3,7.301083333333334,7.446666666666667,214.28988333333334
4,4,8.539798657718121,10.001342281879195,292.388322147651
4,5,7.256241610738256,8.49261744966443,229.2013288590604
4,6,9.469395973154363,9.313422818791947,388.608322147651
4,7,17.311208053691274,14.993288590604028,949.1557046979866
4,8,20.583489932885907,14.099328859060403,916.8131208053691
4,9,23.36,16.55704697986577,1257.956322147651
4,10,16.066979865771813,17.114093959731544,851.1704496644295
4,11,15.881140939597316,16.70805369127517,842.9027919463088
4,12,16.872885906040267,19.653691275167787,1004.512489932886
4,13,16.558120805369125,21.51543624161074,1032.2104026845639
4,14,17.96711409395973,22.851006711409397,1113.870845637584
